,Name,Sex,Age,Team,Country,NOC,Games,Year,Season,City,Sport,Event,Medal
22751,AL. BLACHRE,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CROQUET,"CROQUET MIXED SINGLES, ONE BALL",NONE
54280,MME. DESPRS,F,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CROQUET,"CROQUET MIXED SINGLES, ONE BALL",NONE
69402,JEANNE MARIE HENRIETTE FILLEAUL-BROHY (HANTJENS-),F,33,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CROQUET,"CROQUET MIXED SINGLES, ONE BALL",NONE
22752,AL. BLACHRE,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CROQUET,"CROQUET MIXED SINGLES, TWO BALLS",NONE
54281,MME. DESPRS,F,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CROQUET,"CROQUET MIXED SINGLES, TWO BALLS",NONE
69403,JEANNE MARIE HENRIETTE FILLEAUL-BROHY (HANTJENS-),F,33,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CROQUET,"CROQUET MIXED SINGLES, TWO BALLS",NONE
15786,LOUIS BASTIEN,M,18,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S 25 KILOMETRES,GOLD
19444,J. BRARD,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S 25 KILOMETRES,NONE
20710,MAXIME BERTRAND,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S 25 KILOMETRES,NONE
49517,AUGUSTE MOSE DAUMAIN,M,22,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S 25 KILOMETRES,BRONZE
19443,J. BRARD,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S POINTS RACE,NONE
37338,ADOLPHE CAYRON,M,21,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S POINTS RACE,NONE
38614,CHAPUT,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S POINTS RACE,NONE
43237,GEORGES COINDRE,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S POINTS RACE,NONE
43239,COISY,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S POINTS RACE,NONE
56811,MARCEL DOHIS,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S POINTS RACE,NONE
5952,CHARLES HENRI ADRIEN AMBERGER,M,18,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S SPRINT,NONE
10900,GEORGES AUGOYAT (AUGOYARD-),M,18,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S SPRINT,NONE
16939,LON OMER BEAUGENDRE,M,16,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S SPRINT,NONE
19442,J. BRARD,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S SPRINT,NONE
20709,MAXIME BERTRAND,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S SPRINT,NONE
20847,BESSING,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S SPRINT,NONE
26999,FERNAND BOULMANT,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S SPRINT,NONE
27004,ALFRED BOULNOIS,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S SPRINT,NONE
27663,L. BOYER,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S SPRINT,NONE
31885,GASTON BULLIER,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S SPRINT,NONE
33552,CAILLET,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S SPRINT,NONE
37337,ADOLPHE CAYRON,M,21,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S SPRINT,NONE
38151,VLADISLAV JOSEPH CHALUPA,M,29,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S SPRINT,NONE
38613,CHAPUT,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S SPRINT,NONE
43236,GEORGES COINDRE,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S SPRINT,NONE
43238,COISY,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S SPRINT,NONE
49516,AUGUSTE MOSE DAUMAIN,M,22,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S SPRINT,NONE
49943,"WILLIAM ARTHUR ""WILL"" DAVIS",M,22,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S SPRINT,NONE
56810,MARCEL DOHIS,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S SPRINT,NONE
59134,MILE DUBOIS,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S SPRINT,NONE
59180,DUBOURDIEU,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S SPRINT,NONE
59716,L. DUMONT,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S SPRINT,NONE
64871,PAUL MARIUS REYMOND ESPEIT,M,21,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,CYCLING,CYCLING MEN'S SPRINT,NONE
38514,BERTRAND CHANU,M,25,FRANCE-1,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,EQUESTRIAN,EQUESTRIANISM MIXED FOUR-IN-HAND COMPETITION,NONE
47713,GEOFFROY D'ANDIGN,M,42,FRANCE-1,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,EQUESTRIAN,EQUESTRIANISM MIXED FOUR-IN-HAND COMPETITION,NONE
47745,JACQUES D'ARLINCOURT,M,25,FRANCE-1,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,EQUESTRIAN,EQUESTRIANISM MIXED FOUR-IN-HAND COMPETITION,NONE
51223,FERDINAND MARIE AUGUSTE DE BASTON DE LARIBOISIRE,M,44,FRANCE-1,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,EQUESTRIAN,EQUESTRIANISM MIXED FOUR-IN-HAND COMPETITION,NONE
51528,JEAN FRDRIC ANDR POUPART DE NEUFLIZE,M,49,FRANCE-1,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,EQUESTRIAN,EQUESTRIANISM MIXED FOUR-IN-HAND COMPETITION,BRONZE
51547,ADRIEN MAURICE VICTURNIEN MATHIEU DE NOAILLES,M,30,FRANCE-1,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,EQUESTRIAN,EQUESTRIANISM MIXED FOUR-IN-HAND COMPETITION,NONE
51819,PAUL DE SAINT-LGER,M,25,FRANCE-1,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,EQUESTRIAN,EQUESTRIANISM MIXED FOUR-IN-HAND COMPETITION,NONE
52015,CHARLES-EUGNE AMABLE DE CADIER DE VEAUCE,M,32,FRANCE-1,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,EQUESTRIAN,EQUESTRIANISM MIXED FOUR-IN-HAND COMPETITION,NONE
52097,JACQUES LAURENS DE WARU,M,34,FRANCE-1,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,EQUESTRIAN,EQUESTRIANISM MIXED FOUR-IN-HAND COMPETITION,NONE
58985,LOUIS JULES HENRI DU LE VAILLANT DU DOUET DE GRAVILLE,M,69,FRANCE-1,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,EQUESTRIAN,EQUESTRIANISM MIXED FOUR-IN-HAND COMPETITION,NONE
8947,ARCHENOUL,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,EQUESTRIAN,EQUESTRIANISM MIXED HACKS AND HUNTER COMBINED,SILVER
44727,CORDON,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,EQUESTRIAN,EQUESTRIANISM MIXED HACKS AND HUNTER COMBINED,NONE
50626,LOUIS MARIE JOSEPH LE BESCHU DE CHAMPSAVIN,M,32,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,EQUESTRIAN,EQUESTRIANISM MIXED HACKS AND HUNTER COMBINED,NONE
51206,GEORGES GABRIEL JULIEN EDOUARD DE MARETTE DE LAGARENNE,M,43,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,EQUESTRIAN,EQUESTRIANISM MIXED HACKS AND HUNTER COMBINED,NONE
51268,MATHIEU MARIE DE LESSEPS,M,29,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,EQUESTRIAN,EQUESTRIANISM MIXED HACKS AND HUNTER COMBINED,NONE
51476,ROBERT DE MONTESQUIOU-FZENSAC,M,45,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,EQUESTRIAN,EQUESTRIANISM MIXED HACKS AND HUNTER COMBINED,BRONZE
51686,REN ALFRED ROBERT DE DOYNEL DE QUINCEY,M,41,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,EQUESTRIAN,EQUESTRIANISM MIXED HACKS AND HUNTER COMBINED,NONE
50381,EUGNE CHARLES PHILIPPE MARIE DE BTHUNE-SULLY,M,56,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,EQUESTRIAN,"EQUESTRIANISM MIXED JUMPING, INDIVIDUAL",NONE
50625,LOUIS MARIE JOSEPH LE BESCHU DE CHAMPSAVIN,M,32,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,EQUESTRIAN,"EQUESTRIANISM MIXED JUMPING, INDIVIDUAL",BRONZE
50664,DE COULOMBIER,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,EQUESTRIAN,"EQUESTRIANISM MIXED JUMPING, INDIVIDUAL",NONE
51208,DE LAMARATINE,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,EQUESTRIAN,"EQUESTRIANISM MIXED JUMPING, INDIVIDUAL",NONE
54628,LOUIS HENRI GRARD ANTOINE PIERRE MARIE DE CARDEVAC D'HAVRINCOURT,M,36,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,EQUESTRIAN,"EQUESTRIANISM MIXED JUMPING, INDIVIDUAL",NONE
51684,DE PRUNEL,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,EQUESTRIAN,EQUESTRIANISM MIXED LONG JUMP,BRONZE
18340,G. BLLOT,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, INDIVIDUAL",NONE
19823,HERMAN GEORGES BERGER,M,24,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, INDIVIDUAL",NONE
26988,MARCEL JACQUES AMAND ROMAIN BOULENGER,M,26,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, INDIVIDUAL",BRONZE
33499,ALBERT SIMON CAHEN,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, INDIVIDUAL",NONE
34011,CALVET,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, INDIVIDUAL",NONE
45244,MILE LOUIS FRANOIS DSIR COSTE,M,38,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, INDIVIDUAL",GOLD
50442,CLMENT FLIX DE BOISSIRE,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, INDIVIDUAL",NONE
51817,DE SAINT-AIGNAN,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, INDIVIDUAL",NONE
51843,JACQUES JEAN JOSEPH ANDR DE SCHONEN,M,31,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, INDIVIDUAL",NONE
52286,FELIX LUCIEN ROGER DEBAX,M,35,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, INDIVIDUAL",NONE
54136,EUGNE DES LOGIS BERGES,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, INDIVIDUAL",NONE
54640,PIERRE GEORGES LOUIS GASTON D'HUGUES,M,26,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, INDIVIDUAL",NONE
55711,GEORGES ARTHUR DILLON-KAVANAGH DU FERTAGH,M,27,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, INDIVIDUAL",NONE
59278,JOSEPH JEAN JULES AMBROISE DUCROT,M,33,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, INDIVIDUAL",NONE
68415,FERRAND,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, INDIVIDUAL",NONE
6522,XAVIER ANCHETTI,M,34,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, MASTERS, INDIVIDUAL",NONE
19888,ALEXANDRE BERGS,M,31,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, MASTERS, INDIVIDUAL",NONE
20499,CHARLES BERSIN,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, MASTERS, INDIVIDUAL",NONE
20953,MICHEL BETTENFELD,M,46,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, MASTERS, INDIVIDUAL",NONE
25973,BORMEL,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, MASTERS, INDIVIDUAL",NONE
26130,JEAN-MARIE BORRINGES,M,33,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, MASTERS, INDIVIDUAL",NONE
26720,MILE BOUARD,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, MASTERS, INDIVIDUAL",NONE
26980,MARCEL BOULANGER,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, MASTERS, INDIVIDUAL",NONE
26986,JEAN A. BOULGE,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, MASTERS, INDIVIDUAL",NONE
28360,J. BRASSARD,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, MASTERS, INDIVIDUAL",NONE
28419,BRAU,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, MASTERS, INDIVIDUAL",NONE
30544,FRANOIS ALEXIS BRUN-BUISSON,M,37,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, MASTERS, INDIVIDUAL",NONE
34779,CANNESSON,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, MASTERS, INDIVIDUAL",NONE
36093,PAUL CARRICHON,M,43,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, MASTERS, INDIVIDUAL",NONE
44641,HENRI JULES COQUELIN,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, MASTERS, INDIVIDUAL",NONE
45390,LOUIS GASTON COUDURIER,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, MASTERS, INDIVIDUAL",NONE
49544,GEORGES JEAN DAUSSY,M,22,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, MASTERS, INDIVIDUAL",NONE
53204,FRANOIS PIERRE DELIBES,M,26,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, MASTERS, INDIVIDUAL",NONE
56308,DIZIER,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, MASTERS, INDIVIDUAL",NONE
69347,JOSEPH MICHEL FILIPPI,M,24,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S FOIL, MASTERS, INDIVIDUAL",NONE
24557,MAURICE EUGNE BOISDON,M,45,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S SABRE, INDIVIDUAL",NONE
50444,CLMENT FLIX DE BOISSIRE,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S SABRE, INDIVIDUAL",NONE
51098,LOUIS VERRANT GABRIEL LE BAILLY DE LA FALAISE,M,34,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S SABRE, INDIVIDUAL",GOLD
54642,PIERRE GEORGES LOUIS GASTON D'HUGUES,M,26,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S SABRE, INDIVIDUAL",NONE
60336,GASTON JEAN DUTERTRE,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S SABRE, INDIVIDUAL",NONE
4467,ANTOINE LUC ALESSANDRI,M,57,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S SABRE, MASTERS, INDIVIDUAL",NONE
6524,XAVIER ANCHETTI,M,34,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S SABRE, MASTERS, INDIVIDUAL",NONE
10879,AUFORT,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S SABRE, MASTERS, INDIVIDUAL",NONE
20500,CHARLES BERSIN,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S SABRE, MASTERS, INDIVIDUAL",NONE
30545,FRANOIS ALEXIS BRUN-BUISSON,M,37,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S SABRE, MASTERS, INDIVIDUAL",NONE
34241,CAMIER,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S SABRE, MASTERS, INDIVIDUAL",NONE
38507,ALEXANDRE GUSTAVE DANIEL CHANTELAT,M,29,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S SABRE, MASTERS, INDIVIDUAL",NONE
42181,GEORGES MARIE CLAPPIER,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S SABRE, MASTERS, INDIVIDUAL",NONE
44642,HENRI JULES COQUELIN,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S SABRE, MASTERS, INDIVIDUAL",NONE
48660,DAMBREMAT,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S SABRE, MASTERS, INDIVIDUAL",NONE
49257,VINCENT DARGEIN,M,37,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S SABRE, MASTERS, INDIVIDUAL",NONE
52921,HENRI-JOSEPH DELAMAIDE,M,34,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S SABRE, MASTERS, INDIVIDUAL",NONE
53205,FRANOIS PIERRE DELIBES,M,26,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S SABRE, MASTERS, INDIVIDUAL",NONE
1202,GASTON ACHILLE,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
1340,ADAM,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
4766,GASTON JULES LOUIS ANTOINE ALIBERT,M,22,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
7278,ANDREAC,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
15785,LOUIS BASTIEN,M,18,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
16733,BAZIN,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
19824,HERMAN GEORGES BERGER,M,24,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
21454,RAOUL BIDEAU,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
24556,MAURICE EUGNE BOISDON,M,45,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
33500,ALBERT SIMON CAHEN,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
45278,COSTIESCO,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
50443,CLMENT FLIX DE BOISSIRE,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
50554,MARIE JOSEPH ANATOLE ELIE DE RIQUET DE CARAMAN-CHIMAY,M,41,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
50612,DE CAZENEUVE,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
50624,LAURENT MICHEL DE CHAMPEAUX DE LA BOULAYE,M,28,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
51076,DE LA CHEVALERIE,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
51096,LOUIS VERRANT GABRIEL LE BAILLY DE LA FALAISE,M,34,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
51202,HENRI DE LABORDE,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
51205,DE LAGARDIRE,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
51229,DE LASTIC,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
51231,LIE MARIE GABRIEL DOR DE LASTOURS,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
51453,DE MEUSE,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
51677,JULES EUGNE MILE COUTRAY DE PRADEL,M,38,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
51678,DE PRADINES,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
51751,A. DE ROMIGNY,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
51849,DE SEGONZAC,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
51991,DE TOURNABLE,M,25,FRANCE,FRANCE,FRA,1900 SUMMER,1900,SUMMER,PARIS,FENCING,"FENCING MEN'S EPEE, INDIVIDUAL",NONE
